pid,priority,n_run,running_time,ticks
5, 4, 104, 2, 3765
3, 4, 112, 1721, 3768
6, 4, 105, 854, 3782
4, 4, 105, 850, 3785
5, 4, 105, 2, 3799
3, 4, 113, 1738, 3802
6, 4, 106, 854, 3816
4, 4, 106, 867, 3819
5, 4, 106, 2, 3833
3, 4, 114, 1755, 3836
6, 4, 107, 854, 3850
4, 4, 107, 884, 3853
5, 4, 107, 2, 3867
3, 4, 115, 1772, 3870
6, 4, 108, 854, 3884
4, 4, 108, 901, 3887
5, 4, 108, 2, 3901
3, 4, 116, 1789, 3904
6, 4, 109, 854, 3918
4, 4, 109, 918, 3921
5, 4, 109, 2, 3935
3, 4, 117, 1806, 3938
6, 4, 110, 854, 3952
4, 4, 110, 935, 3955
5, 4, 110, 2, 3969
3, 4, 118, 1823, 3972
6, 4, 111, 854, 3986
4, 4, 111, 952, 3989
5, 4, 111, 2, 4003
3, 4, 119, 1840, 4006
6, 4, 112, 854, 4020
4, 4, 112, 969, 4023
5, 4, 112, 2, 4037
3, 4, 120, 1857, 4040
6, 4, 113, 854, 4054
4, 4, 113, 986, 4057
5, 4, 113, 2, 4071
3, 4, 121, 1874, 4074
6, 4, 114, 854, 4088
4, 4, 114, 1003, 4091
5, 4, 114, 2, 4105
3, 4, 122, 1891, 4108
6, 4, 115, 854, 4122
4, 4, 115, 1020, 4125
5, 4, 115, 2, 4139
3, 4, 123, 1908, 4142
