pid,priority,n_run,running_time,ticks
4, 4, 25, 0, 897
5, 3, 25, 199, 913
6, 3, 25, 0, 914
3, 4, 33, 376, 922
4, 4, 26, 0, 923
5, 3, 26, 208, 939
6, 3, 26, 0, 940
3, 4, 34, 393, 948
4, 4, 27, 0, 949
5, 3, 27, 217, 965
6, 3, 27, 0, 966
3, 4, 35, 410, 974
4, 4, 28, 0, 975
5, 3, 28, 226, 991
6, 3, 28, 0, 992
3, 4, 36, 427, 1000
4, 4, 29, 0, 1001
5, 3, 29, 235, 1017
6, 3, 29, 0, 1018
3, 4, 37, 444, 1026
4, 4, 30, 0, 1027
5, 3, 30, 244, 1043
6, 3, 30, 0, 1044
3, 4, 38, 461, 1052
4, 4, 31, 0, 1053
5, 3, 31, 253, 1069
6, 3, 31, 0, 1070
3, 4, 39, 478, 1078
4, 4, 32, 0, 1079
5, 3, 32, 262, 1095
6, 3, 32, 0, 1096
3, 4, 40, 495, 1104
4, 4, 33, 0, 1105
5, 3, 33, 271, 1121
6, 3, 33, 0, 1122
3, 4, 41, 512, 1130
4, 4, 34, 0, 1131
5, 3, 34, 280, 1147
6, 3, 34, 0, 1148
3, 4, 42, 529, 1156
4, 4, 35, 0, 1157
5, 3, 35, 289, 1173
6, 3, 35, 0, 1174
3, 4, 43, 546, 1182
4, 4, 36, 0, 1183
5, 3, 36, 298, 1199
6, 3, 36, 0, 1200
3, 4, 44, 563, 1208
4, 4, 37, 0, 1209
5, 3, 37, 307, 1225
6, 3, 37, 0, 1226
3, 4, 45, 580, 1234
4, 4, 38, 0, 1235
5, 3, 38, 316, 1251
6, 3, 38, 0, 1252
3, 4, 46, 597, 1260
4, 4, 39, 0, 1261
5, 3, 39, 325, 1277
6, 3, 39, 0, 1278
3, 4, 47, 614, 1286
4, 4, 40, 0, 1287
5, 3, 40, 334, 1303
6, 3, 40, 0, 1304
3, 4, 48, 631, 1312
4, 4, 41, 0, 1313
5, 3, 41, 343, 1329
6, 3, 41, 0, 1330
3, 4, 49, 648, 1338
4, 4, 42, 0, 1339
5, 3, 42, 352, 1355
6, 3, 42, 0, 1356
3, 4, 50, 665, 1364
4, 4, 43, 0, 1365
5, 3, 43, 361, 1381
6, 3, 43, 0, 1382
3, 4, 51, 682, 1390
4, 4, 44, 0, 1391
5, 3, 44, 370, 1407
6, 3, 44, 0, 1408
3, 4, 52, 699, 1416
4, 4, 45, 0, 1417
5, 3, 45, 379, 1433
6, 3, 45, 0, 1434
3, 4, 53, 716, 1442
4, 4, 46, 0, 1443
5, 3, 46, 388, 1459
6, 3, 46, 0, 1460
3, 4, 54, 733, 1468
4, 4, 47, 0, 1469
5, 3, 47, 397, 1485
6, 3, 47, 0, 1486
3, 4, 55, 750, 1494
4, 4, 48, 0, 1495
5, 3, 48, 406, 1511
6, 3, 48, 0, 1512
3, 4, 56, 767, 1520
4, 4, 49, 0, 1521
5, 3, 49, 415, 1537
6, 3, 49, 0, 1538
3, 4, 57, 784, 1546
4, 4, 50, 0, 1547
5, 3, 50, 424, 1563
6, 3, 50, 0, 1564
3, 4, 58, 801, 1572
4, 4, 51, 0, 1573
5, 3, 51, 433, 1589
6, 3, 51, 0, 1590
3, 4, 59, 818, 1598
4, 4, 52, 0, 1599
5, 3, 52, 442, 1615
6, 3, 52, 0, 1616
3, 4, 60, 835, 1624
4, 4, 53, 0, 1625
5, 3, 53, 451, 1641
6, 3, 53, 0, 1642
3, 4, 61, 852, 1650
4, 4, 54, 0, 1651
5, 3, 54, 460, 1667
6, 3, 54, 0, 1668
3, 4, 62, 869, 1676
4, 4, 55, 0, 1677
5, 3, 55, 469, 1693
6, 3, 55, 0, 1694
3, 4, 63, 886, 1702
4, 4, 56, 0, 1703
5, 3, 56, 478, 1719
6, 3, 56, 0, 1720
3, 4, 64, 903, 1728
4, 4, 57, 0, 1729
5, 3, 57, 487, 1745
6, 3, 57, 0, 1746
3, 4, 65, 920, 1754
4, 4, 58, 0, 1755
5, 3, 58, 496, 1771
6, 3, 58, 0, 1772
3, 4, 66, 937, 1780
4, 4, 59, 0, 1781
5, 3, 59, 505, 1797
6, 3, 59, 0, 1798
3, 4, 67, 954, 1806
4, 4, 60, 0, 1807
5, 3, 60, 514, 1823
6, 3, 60, 0, 1824
3, 4, 68, 971, 1832
4, 4, 61, 0, 1833
5, 3, 61, 523, 1849
6, 3, 61, 0, 1850
3, 4, 69, 988, 1858
4, 4, 62, 0, 1859
5, 3, 62, 532, 1875
6, 3, 62, 0, 1876
3, 4, 70, 1005, 1884
4, 4, 63, 0, 1885
5, 3, 63, 541, 1901
6, 3, 63, 0, 1902
3, 4, 71, 1022, 1910
4, 4, 64, 0, 1911
5, 3, 64, 550, 1927
6, 3, 64, 0, 1928
3, 4, 72, 1039, 1936
4, 4, 65, 0, 1937
5, 3, 65, 559, 1953
6, 3, 65, 0, 1954
3, 4, 73, 1056, 1962
4, 4, 66, 0, 1963
5, 3, 66, 568, 1979
6, 3, 66, 0, 1980
3, 4, 74, 1073, 1988
4, 4, 67, 0, 1989
5, 3, 67, 577, 2005
6, 3, 67, 0, 2006
3, 4, 75, 1090, 2014
4, 4, 68, 0, 2015
5, 3, 68, 586, 2031
6, 3, 68, 0, 2032
3, 4, 76, 1107, 2040
4, 4, 69, 0, 2041
5, 3, 69, 595, 2057
6, 3, 69, 0, 2058
3, 4, 77, 1124, 2066
4, 4, 70, 0, 2067
5, 3, 70, 604, 2083
6, 3, 70, 0, 2084
3, 4, 78, 1141, 2092
4, 4, 71, 0, 2093
5, 3, 71, 613, 2109
6, 3, 71, 0, 2110
3, 4, 79, 1158, 2118
4, 4, 72, 0, 2119
5, 3, 72, 622, 2135
6, 3, 72, 0, 2136
3, 4, 80, 1175, 2144
4, 4, 73, 0, 2145
5, 3, 73, 631, 2161
6, 3, 73, 0, 2162
3, 4, 81, 1192, 2170
4, 4, 74, 0, 2171
5, 3, 74, 640, 2187
6, 3, 74, 0, 2188
3, 4, 82, 1209, 2196
4, 4, 75, 0, 2197
5, 3, 75, 649, 2213
6, 3, 75, 0, 2214
3, 4, 83, 1226, 2222
4, 4, 76, 0, 2223
5, 3, 76, 658, 2239
6, 3, 76, 0, 2240
3, 4, 84, 1243, 2248
4, 4, 77, 0, 2249
5, 3, 77, 667, 2265
6, 3, 77, 0, 2266
3, 4, 85, 1260, 2274
4, 4, 78, 0, 2275
5, 3, 78, 676, 2291
6, 3, 78, 0, 2292
3, 4, 86, 1277, 2300
4, 4, 79, 0, 2301
5, 3, 79, 685, 2317
6, 3, 79, 0, 2318
3, 4, 87, 1294, 2326
4, 4, 80, 0, 2327
5, 3, 80, 694, 2343
6, 3, 80, 0, 2344
3, 4, 88, 1311, 2352
4, 4, 81, 0, 2353
5, 3, 81, 703, 2369
6, 3, 81, 0, 2370
3, 4, 89, 1328, 2378
4, 4, 82, 0, 2379
5, 3, 82, 712, 2395
6, 3, 82, 0, 2396
3, 4, 90, 1345, 2404
4, 4, 83, 0, 2405
5, 3, 83, 721, 2421
6, 3, 83, 0, 2422
3, 4, 91, 1362, 2430
4, 4, 84, 0, 2431
5, 3, 84, 730, 2447
6, 3, 84, 0, 2448
3, 4, 92, 1379, 2456
4, 4, 85, 0, 2457
5, 3, 85, 739, 2473
6, 3, 85, 0, 2474
3, 4, 93, 1396, 2482
4, 4, 86, 0, 2483
5, 3, 86, 748, 2499
6, 3, 86, 0, 2500
3, 4, 94, 1413, 2508
4, 4, 87, 0, 2509
5, 3, 87, 757, 2525
6, 3, 87, 0, 2526
3, 4, 95, 1430, 2534
4, 4, 88, 0, 2535
5, 3, 88, 766, 2551
6, 3, 88, 0, 2552
3, 4, 96, 1447, 2560
4, 4, 89, 0, 2561
5, 3, 89, 775, 2577
6, 3, 89, 0, 2578
3, 4, 97, 1464, 2586
4, 4, 90, 0, 2587
5, 3, 90, 784, 2603
6, 3, 90, 0, 2604
3, 4, 98, 1481, 2612
4, 4, 91, 0, 2613
5, 3, 91, 793, 2629
6, 3, 91, 0, 2630
3, 4, 99, 1498, 2638
4, 4, 92, 0, 2639
5, 3, 92, 802, 2655
6, 3, 92, 0, 2656
3, 4, 100, 1515, 2664
4, 4, 93, 0, 2665
5, 3, 93, 811, 2681
6, 3, 93, 0, 2682
3, 4, 101, 1532, 2690
4, 4, 94, 0, 2691
5, 3, 94, 820, 2707
6, 3, 94, 0, 2708
3, 4, 102, 1549, 2716
4, 4, 95, 0, 2717
5, 3, 95, 829, 2733
6, 3, 95, 0, 2734
3, 4, 103, 1566, 2742
4, 4, 96, 0, 2743
5, 3, 96, 838, 2759
6, 3, 96, 0, 2760
6, 3, 97, 0, 2762
5, 3, 98, 841, 2762
6, 3, 98, 0, 2763
5, 3, 99, 842, 2763
5, 3, 100, 842, 2763
6, 3, 99, 0, 2763
6, 3, 100, 0, 2763
6, 3, 101, 0, 2763
6, 3, 102, 0, 2763
5, 3, 101, 842, 2763
6, 3, 103, 0, 2763
5, 3, 102, 842, 2763
6, 3, 104, 0, 2763
5, 3, 103, 842, 2763
6, 3, 105, 0, 2763
5, 3, 104, 843, 2764
6, 3, 106, 0, 2764
5, 3, 105, 843, 2764
6, 3, 107, 0, 2764
6, 3, 108, 0, 2764
6, 3, 109, 0, 2764
6, 3, 110, 0, 2764
5, 3, 106, 843, 2764
6, 3, 111, 0, 2764
5, 3, 107, 843, 2764
6, 3, 112, 0, 2764
5, 3, 108, 844, 2765
6, 3, 113, 0, 2765
5, 3, 109, 844, 2765
5, 3, 110, 844, 2765
3, 3, 104, 1583, 2774
4, 4, 97, 0, 2774
5, 4, 111, 853, 2783
6, 3, 114, 0, 2791
3, 3, 105, 1592, 2800
4, 4, 98, 0, 2800
5, 4, 112, 870, 2809
6, 3, 115, 0, 2817
3, 3, 106, 1601, 2826
4, 4, 99, 0, 2826
5, 4, 113, 887, 2835
6, 3, 116, 0, 2843
3, 3, 107, 1610, 2852
4, 4, 100, 0, 2852
5, 4, 114, 904, 2861
6, 3, 117, 0, 2869
3, 3, 108, 1619, 2878
4, 4, 101, 0, 2878
5, 4, 115, 921, 2887
6, 3, 118, 0, 2895
3, 3, 109, 1628, 2904
4, 4, 102, 0, 2904
5, 4, 116, 938, 2913
6, 3, 119, 0, 2921
3, 3, 110, 1637, 2930
4, 4, 103, 0, 2930
5, 4, 117, 955, 2939
6, 3, 120, 0, 2947
3, 3, 111, 1646, 2956
4, 4, 104, 0, 2956
5, 4, 118, 972, 2965
6, 3, 121, 0, 2973
3, 3, 112, 1655, 2982
4, 4, 105, 0, 2982
5, 4, 119, 989, 2991
6, 3, 122, 0, 2999
3, 3, 113, 1664, 3008
4, 4, 106, 0, 3008
5, 4, 120, 1006, 3017
6, 3, 123, 0, 3025
3, 3, 114, 1673, 3034
4, 4, 107, 0, 3034
5, 4, 121, 1023, 3043
6, 3, 124, 0, 3051
3, 3, 115, 1682, 3060
4, 4, 108, 0, 3060
5, 4, 122, 1040, 3069
6, 3, 125, 0, 3077
3, 3, 116, 1691, 3086
4, 4, 109, 0, 3086
5, 4, 123, 1057, 3095
6, 3, 126, 0, 3103
3, 3, 117, 1700, 3112
4, 4, 110, 0, 3112
5, 4, 124, 1074, 3121
6, 3, 127, 0, 3129
3, 3, 118, 1709, 3138
4, 4, 111, 0, 3138
5, 4, 125, 1091, 3147
6, 3, 128, 0, 3155
3, 3, 119, 1718, 3164
4, 4, 112, 0, 3164
5, 4, 126, 1108, 3173
6, 3, 129, 0, 3181
3, 3, 120, 1727, 3190
4, 4, 113, 0, 3190
5, 4, 127, 1125, 3199
6, 3, 130, 0, 3207
3, 3, 121, 1736, 3216
4, 4, 114, 0, 3216
5, 4, 128, 1142, 3225
6, 3, 131, 0, 3233
3, 3, 122, 1745, 3242
4, 4, 115, 0, 3242
5, 4, 129, 1159, 3251
6, 3, 132, 0, 3259
3, 3, 123, 1754, 3268
4, 4, 116, 0, 3268
5, 4, 130, 1176, 3277
6, 3, 133, 0, 3285
3, 3, 124, 1763, 3294
4, 4, 117, 0, 3294
5, 4, 131, 1193, 3303
6, 3, 134, 0, 3311
3, 3, 125, 1772, 3320
4, 4, 118, 0, 3320
5, 4, 132, 1210, 3329
6, 3, 135, 0, 3337
3, 3, 126, 1781, 3346
4, 4, 119, 0, 3346
5, 4, 133, 1227, 3355
6, 3, 136, 0, 3363
3, 3, 127, 1790, 3372
4, 4, 120, 0, 3372
5, 4, 134, 1244, 3381
6, 3, 137, 0, 3389
3, 3, 128, 1799, 3398
4, 4, 121, 0, 3398
5, 4, 135, 1261, 3407
6, 3, 138, 0, 3415
3, 3, 129, 1808, 3424
4, 4, 122, 0, 3424
5, 4, 136, 1278, 3433
6, 3, 139, 0, 3441
3, 3, 130, 1817, 3450
4, 4, 123, 0, 3450
5, 4, 137, 1295, 3459
6, 3, 140, 0, 3467
3, 3, 131, 1826, 3476
4, 4, 124, 0, 3476
5, 4, 138, 1312, 3485
6, 3, 141, 0, 3493
3, 3, 132, 1835, 3502
4, 4, 125, 0, 3502
5, 4, 139, 1329, 3511
6, 3, 142, 0, 3519
3, 3, 133, 1844, 3528
4, 4, 126, 0, 3528
5, 4, 140, 1346, 3537
6, 3, 143, 0, 3545
3, 3, 134, 1853, 3554
4, 4, 127, 0, 3554
5, 4, 141, 1363, 3563
6, 3, 144, 0, 3571
3, 3, 135, 1862, 3580
4, 4, 128, 0, 3580
5, 4, 142, 1380, 3589
6, 3, 145, 0, 3597
3, 3, 136, 1871, 3606
4, 4, 129, 0, 3606
5, 4, 143, 1397, 3615
6, 3, 146, 0, 3623
3, 3, 137, 1880, 3632
4, 4, 130, 0, 3632
5, 4, 144, 1414, 3641
6, 3, 147, 0, 3649
3, 3, 138, 1889, 3658
4, 4, 131, 0, 3658
5, 4, 145, 1431, 3667
6, 3, 148, 0, 3675
3, 3, 139, 1898, 3684
4, 4, 132, 0, 3684
5, 4, 146, 1448, 3693
6, 3, 149, 0, 3701
3, 3, 140, 1907, 3710
4, 4, 133, 0, 3710
5, 4, 147, 1465, 3719
6, 3, 150, 0, 3727
3, 3, 141, 1916, 3736
4, 4, 134, 0, 3736
5, 4, 148, 1482, 3745
6, 3, 151, 0, 3753
3, 3, 142, 1925, 3762
4, 4, 135, 0, 3762
5, 4, 149, 1499, 3771
6, 3, 152, 0, 3779
3, 3, 143, 1934, 3788
4, 4, 136, 0, 3788
5, 4, 150, 1516, 3797
6, 3, 153, 0, 3805
3, 3, 144, 1943, 3814
4, 4, 137, 0, 3814
5, 4, 151, 1533, 3823
6, 3, 154, 0, 3831
3, 3, 145, 1952, 3840
4, 4, 138, 0, 3840
5, 4, 152, 1550, 3849
6, 3, 155, 0, 3857
3, 3, 146, 1961, 3866
4, 4, 139, 0, 3866
5, 4, 153, 1567, 3875
6, 3, 156, 0, 3883
3, 3, 147, 1970, 3892
4, 4, 140, 0, 3892
5, 4, 154, 1584, 3901
6, 3, 157, 0, 3909
3, 3, 148, 1979, 3918
4, 4, 141, 0, 3918
5, 4, 155, 1601, 3927
6, 3, 158, 0, 3935
3, 3, 149, 1988, 3944
4, 4, 142, 0, 3944
5, 4, 156, 1618, 3953
6, 3, 159, 0, 3961
3, 3, 150, 1997, 3970
4, 4, 143, 0, 3970
5, 4, 157, 1635, 3979
6, 3, 160, 0, 3987
3, 3, 151, 2006, 3996
4, 4, 144, 0, 3996
5, 4, 158, 1652, 4005
6, 3, 161, 0, 4013
3, 3, 152, 2015, 4022
4, 4, 145, 0, 4022
5, 4, 159, 1669, 4031
6, 3, 162, 0, 4039
3, 3, 153, 2024, 4048
4, 4, 146, 0, 4048
5, 4, 160, 1686, 4057
6, 3, 163, 0, 4065
3, 3, 154, 2033, 4074
4, 4, 147, 0, 4074
5, 4, 161, 1703, 4083
6, 3, 164, 0, 4091
3, 3, 155, 2042, 4100
4, 4, 148, 0, 4100
5, 4, 162, 1720, 4109
6, 3, 165, 0, 4117
3, 3, 156, 2051, 4126
4, 4, 149, 0, 4126
5, 4, 163, 1737, 4135
6, 3, 166, 0, 4143
3, 3, 157, 2060, 4152
4, 4, 150, 0, 4152
5, 4, 164, 1754, 4161
6, 3, 167, 0, 4169
3, 3, 158, 2069, 4178
4, 4, 151, 0, 4178
5, 4, 165, 1771, 4187
6, 3, 168, 0, 4195
3, 3, 159, 2078, 4204
4, 4, 152, 0, 4204
5, 4, 166, 1788, 4213
6, 3, 169, 0, 4221
3, 3, 160, 2087, 4230
4, 4, 153, 0, 4230
5, 4, 167, 1805, 4239
6, 3, 170, 0, 4247
3, 3, 161, 2096, 4256
4, 4, 154, 0, 4256
5, 4, 168, 1822, 4265
6, 3, 171, 0, 4273
3, 3, 162, 2105, 4282
4, 4, 155, 0, 4282
5, 4, 169, 1839, 4291
6, 3, 172, 0, 4299
3, 3, 163, 2114, 4308
4, 4, 156, 0, 4308
5, 4, 170, 1856, 4317
6, 3, 173, 0, 4325
3, 3, 164, 2123, 4334
4, 4, 157, 0, 4334
5, 4, 171, 1873, 4343
6, 3, 174, 0, 4351
3, 3, 165, 2132, 4360
4, 4, 158, 0, 4360
5, 4, 172, 1890, 4369
6, 3, 175, 0, 4377
3, 3, 166, 2141, 4386
4, 4, 159, 0, 4386
5, 4, 173, 1907, 4395
6, 3, 176, 0, 4403
3, 3, 167, 2150, 4412
4, 4, 160, 0, 4412
5, 4, 174, 1924, 4421
6, 3, 177, 0, 4429
3, 3, 168, 2159, 4438
4, 4, 161, 0, 4438
5, 4, 175, 1941, 4447
6, 3, 178, 0, 4455
3, 3, 169, 2168, 4464
4, 4, 162, 0, 4464
5, 4, 176, 1958, 4473
6, 3, 179, 0, 4481
3, 3, 170, 2177, 4490
4, 4, 163, 0, 4490
5, 4, 177, 1975, 4499
6, 3, 180, 0, 4507
3, 3, 171, 2186, 4516
4, 4, 164, 0, 4516
5, 4, 178, 1992, 4525
6, 3, 181, 0, 4533
3, 3, 172, 2195, 4542
4, 4, 165, 0, 4542
5, 4, 179, 2009, 4551
6, 3, 182, 0, 4559
3, 3, 173, 2204, 4568
4, 4, 166, 0, 4568
5, 4, 180, 2026, 4577
6, 3, 183, 0, 4585
3, 3, 174, 2213, 4594
4, 4, 167, 0, 4594
5, 4, 181, 2043, 4603
6, 3, 184, 0, 4611
3, 3, 175, 2222, 4620
4, 4, 168, 0, 4620
5, 4, 182, 2060, 4629
6, 3, 185, 0, 4637
3, 3, 176, 2231, 4646
4, 4, 169, 0, 4646
5, 4, 183, 2077, 4655
6, 3, 186, 0, 4663
3, 3, 177, 2240, 4672
4, 4, 170, 0, 4672
5, 4, 184, 2094, 4681
6, 3, 187, 0, 4689
3, 3, 178, 2249, 4698
4, 4, 171, 0, 4698
5, 4, 185, 2111, 4707
6, 3, 188, 0, 4715
3, 3, 179, 2258, 4724
4, 4, 172, 0, 4724
5, 4, 186, 2128, 4733
6, 3, 189, 0, 4741
3, 3, 180, 2267, 4750
4, 4, 173, 0, 4750
5, 4, 187, 2145, 4759
6, 3, 190, 0, 4767
3, 3, 181, 2276, 4776
4, 4, 174, 0, 4776
5, 4, 188, 2162, 4785
6, 3, 191, 0, 4793
3, 3, 182, 2285, 4802
4, 4, 175, 0, 4802
5, 4, 189, 2179, 4811
6, 3, 192, 0, 4819
3, 3, 183, 2294, 4828
4, 4, 176, 0, 4828
5, 4, 190, 2196, 4837
6, 3, 193, 0, 4845
3, 3, 184, 2303, 4854
4, 4, 177, 0, 4854
5, 4, 191, 2213, 4863
6, 3, 194, 0, 4871
3, 3, 185, 2312, 4880
4, 4, 178, 0, 4880
5, 4, 192, 2230, 4889
6, 3, 195, 0, 4897
3, 3, 186, 2321, 4906
4, 4, 179, 0, 4906
5, 4, 193, 2247, 4915
6, 3, 196, 0, 4923
3, 3, 187, 2330, 4932
4, 4, 180, 0, 4932
5, 4, 194, 2264, 4941
6, 3, 197, 0, 4949
3, 3, 188, 2339, 4958
4, 4, 181, 0, 4958
5, 4, 195, 2281, 4967
6, 3, 198, 0, 4975
3, 3, 189, 2348, 4984
4, 4, 182, 0, 4984
5, 4, 196, 2298, 4993
6, 3, 199, 0, 5001
3, 3, 190, 2357, 5010
4, 4, 183, 0, 5010
5, 4, 197, 2315, 5019
6, 3, 200, 0, 5027
3, 3, 191, 2366, 5036
4, 4, 184, 0, 5036
5, 4, 198, 2332, 5045
6, 3, 201, 0, 5053
3, 3, 192, 2375, 5062
4, 4, 185, 0, 5062
5, 4, 199, 2349, 5071
6, 3, 202, 0, 5079
3, 3, 193, 2384, 5088
4, 4, 186, 0, 5088
5, 4, 200, 2366, 5097
6, 3, 203, 0, 5105
3, 3, 194, 2393, 5114
4, 4, 187, 0, 5114
5, 4, 201, 2383, 5123
6, 3, 204, 0, 5131
3, 3, 195, 2402, 5140
4, 4, 188, 0, 5140
5, 4, 202, 2400, 5149
6, 3, 205, 0, 5157
3, 3, 196, 2411, 5166
4, 4, 189, 0, 5166
5, 4, 203, 2417, 5175
6, 3, 206, 0, 5183
3, 3, 197, 2420, 5192
4, 4, 190, 0, 5192
5, 4, 204, 2434, 5201
6, 3, 207, 0, 5209
3, 3, 198, 2429, 5218
4, 4, 191, 0, 5218
5, 4, 205, 2451, 5227
6, 3, 208, 0, 5235
3, 3, 199, 2438, 5244
4, 4, 192, 0, 5244
5, 4, 206, 2468, 5253
6, 3, 209, 0, 5261
3, 3, 200, 2447, 5270
4, 4, 193, 0, 5270
5, 4, 207, 2485, 5275
6, 4, 210, 0, 5279
3, 4, 201, 2456, 5292
5, 4, 208, 2485, 5296
6, 4, 211, 17, 5309
3, 4, 202, 2456, 5313
5, 4, 209, 2502, 5326
6, 4, 212, 17, 5330
3, 4, 203, 2473, 5343
5, 4, 210, 2502, 5347
6, 4, 213, 34, 5360
3, 4, 204, 2473, 5364
5, 4, 211, 2519, 5377
6, 4, 214, 34, 5381
3, 4, 205, 2490, 5394
5, 4, 212, 2519, 5398
6, 4, 215, 51, 5411
3, 4, 206, 2490, 5415
5, 4, 213, 2536, 5428
6, 4, 216, 51, 5432
3, 4, 207, 2507, 5445
5, 4, 214, 2536, 5449
6, 4, 217, 68, 5462
3, 4, 208, 2507, 5466
5, 4, 215, 2553, 5479
6, 4, 218, 68, 5483
3, 4, 209, 2524, 5496
5, 4, 216, 2553, 5500
6, 4, 219, 85, 5513
3, 4, 210, 2524, 5517
5, 4, 217, 2570, 5530
6, 4, 220, 85, 5534
3, 4, 211, 2541, 5547
5, 4, 218, 2570, 5551
6, 4, 221, 102, 5564
3, 4, 212, 2541, 5568
5, 4, 219, 2587, 5581
6, 4, 222, 102, 5585
3, 4, 213, 2558, 5598
5, 4, 220, 2587, 5602
6, 4, 223, 119, 5615
3, 4, 214, 2558, 5619
5, 4, 221, 2604, 5632
6, 4, 224, 119, 5636
3, 4, 215, 2575, 5649
5, 4, 222, 2604, 5653
6, 4, 225, 136, 5666
3, 4, 216, 2575, 5670
5, 4, 223, 2621, 5683
6, 4, 226, 136, 5687
3, 4, 217, 2592, 5700
5, 4, 224, 2621, 5704
6, 4, 227, 153, 5717
3, 4, 218, 2592, 5721
5, 4, 225, 2638, 5734
6, 4, 228, 153, 5738
3, 4, 219, 2609, 5751
5, 4, 226, 2638, 5755
6, 4, 229, 170, 5768
3, 4, 220, 2609, 5772
5, 4, 227, 2655, 5785
6, 4, 230, 170, 5789
3, 4, 221, 2626, 5802
5, 4, 228, 2655, 5806
6, 4, 231, 187, 5819
3, 4, 222, 2626, 5823
5, 4, 229, 2672, 5836
6, 4, 232, 187, 5840
3, 4, 223, 2643, 5853
5, 4, 230, 2672, 5857
6, 4, 233, 204, 5870
3, 4, 224, 2643, 5874
5, 4, 231, 2689, 5887
6, 4, 234, 204, 5891
3, 4, 225, 2660, 5904
5, 4, 232, 2689, 5908
6, 4, 235, 221, 5921
3, 4, 226, 2660, 5925
